Proje ID,Hakem ID,Benzerlik
141,307,0.69149673
141,76,0.68920916
141,37,0.6777716
141,189,0.6746586
141,331,0.6702851
141,54,0.6679187
142,115,0.75149906
142,47,0.7315303
142,90,0.7279246
142,52,0.7125101
142,331,0.7109795
142,76,0.6994229
142,162,0.697488
142,28,0.68989354
142,56,0.6841922
142,69,0.6778186
143,102,0.77985525
143,162,0.7549283
143,180,0.7547942
143,321,0.75451195
143,76,0.75062233
143,101,0.748376
143,106,0.74677926
143,56,0.7467663
143,54,0.7450271
143,52,0.73902786
144,63,0.7573617
144,104,0.75176954
144,75,0.722945
144,195,0.7207688
144,310,0.7058432
144,85,0.7026123
144,14,0.70010304
144,112,0.6986974
144,51,0.6966254
144,301,0.6946001
145,112,0.8285364
145,76,0.81832737
145,82,0.7935232
145,28,0.79329216
145,71,0.78982365
145,54,0.7888307
145,52,0.78568995
145,58,0.7629718
145,104,0.75902134
145,189,0.752754
146,104,0.8243036
146,54,0.8208015
146,53,0.8193891
146,14,0.7933928
146,65,0.7899613
146,310,0.7792002
146,28,0.77744853
146,71,0.7764344
146,168,0.7704038
146,63,0.76899445
147,313,0.86446846
147,301,0.8613209
147,241,0.8345318
147,325,0.83174473
147,293,0.81788915
147,169,0.81711316
147,100,0.81002444
147,198,0.8083648
147,87,0.8074556
147,283,0.80229366
148,85,0.86567295
148,104,0.8039665
148,83,0.7721677
148,100,0.7693085
148,87,0.7681513
148,195,0.76622593
148,54,0.7657476
148,108,0.7579099
148,79,0.7575565
148,114,0.7560077
149,104,0.77316904
149,82,0.7600066
149,112,0.7534338
149,87,0.735789
149,198,0.7342095
149,301,0.7335364
149,79,0.7323336
149,63,0.7245786
149,75,0.7243489
149,188,0.72344655
150,95,0.6912166
150,90,0.6104082
150,89,0.6066717
150,99,0.60129184
150,61,0.5768448
150,83,0.5733217
150,74,0.5696464
150,52,0.563413
150,69,0.557152
150,39,0.55599546
151,104,0.83078074
151,195,0.81651735
151,83,0.8140539
151,63,0.78214866
151,85,0.7793714
151,87,0.7626109
151,53,0.7584514
151,112,0.7571882
151,185,0.75662977
151,82,0.75138813
152,87,0.85912144
152,83,0.842526
152,195,0.8408846
152,301,0.83882785
152,100,0.8381884
152,85,0.8357444
152,79,0.8215505
152,98,0.814581
152,198,0.8132469
152,325,0.8025508
153,250,0.831201
153,138,0.82933545
153,131,0.8279333
153,165,0.8102664
153,157,0.8073425
153,52,0.7986126
153,338,0.788632
153,310,0.78383994
153,149,0.77633345
153,312,0.7743737
154,346,0.48001274
154,349,0.45315608
154,341,0.43721235
154,347,0.424394
154,60,0.42146638
154,84,0.41790536
154,39,0.41447687
154,74,0.41415322
154,75,0.4108027
154,328,0.40690258
155,108,0.68514323
155,64,0.6851291
155,101,0.68393594
155,76,0.68076956
155,99,0.67952454
155,73,0.6759742
155,34,0.67572594
155,54,0.6754823
155,32,0.6736636
155,50,0.6655884
156,195,0.7738517
156,79,0.7510963
156,93,0.7497058
156,82,0.74167824
156,85,0.7178486
156,215,0.71335065
156,104,0.7087219
156,310,0.7034295
156,65,0.6990874
156,70,0.6975583
157,198,0.80713695
157,79,0.8046499
157,301,0.80078465
157,325,0.80015785
157,87,0.79770166
157,313,0.7955373
157,195,0.79062766
157,98,0.7839447
157,169,0.7802265
157,188,0.7748515
158,80,0.86293054
158,301,0.83489764
158,325,0.81497085
158,79,0.81325096
158,313,0.80971247
158,195,0.7998692
158,100,0.7975875
158,87,0.79254246
158,98,0.7919274
158,198,0.78933877
159,195,0.8162823
159,112,0.7876888
159,82,0.7754634
159,87,0.7714088
159,301,0.77078843
159,198,0.7591432
159,310,0.7586834
159,104,0.7544663
159,65,0.7524545
159,71,0.7454841
160,90,0.7464553
160,69,0.6284901
160,61,0.6198303
160,74,0.6023407
160,99,0.6008328
160,52,0.6002425
160,46,0.59519184
160,88,0.5891143
160,242,0.5824283
160,47,0.5799637
161,294,0.8888221
161,17,0.8097035
161,130,0.773395
161,142,0.7662769
161,314,0.76459646
161,316,0.7587761
161,307,0.751646
161,256,0.7436637
161,309,0.74188006
161,15,0.73588294
162,76,0.8047026
162,28,0.7952898
162,189,0.7913409
162,56,0.77859366
162,52,0.7417821
162,104,0.738353
162,66,0.7318636
162,54,0.7318014
162,59,0.72798306
162,314,0.7267043
163,80,0.84386194
163,195,0.83616936
163,75,0.7806165
163,82,0.7644222
163,104,0.76359946
163,79,0.76314545
163,85,0.7600379
163,112,0.7544757
163,98,0.7521627
163,65,0.74037164
164,88,0.8174999
164,90,0.81319875
164,46,0.7960313
164,69,0.79359937
164,162,0.7922549
164,52,0.7898734
164,76,0.7828377
164,34,0.7806796
164,77,0.7665138
164,35,0.7588424
165,112,0.7880584
165,54,0.7794778
165,71,0.75805306
165,82,0.75198376
165,87,0.7518482
165,225,0.7424063
165,105,0.71921986
165,104,0.71549314
165,14,0.68841326
165,132,0.68132395
166,84,0.9024411
166,92,0.87660617
166,39,0.8033213
166,85,0.7649444
166,83,0.7613924
166,38,0.7349102
166,34,0.71211594
166,104,0.70169854
166,195,0.6963222
166,65,0.6884782
167,91,0.8556031
167,77,0.76808834
167,64,0.7535938
167,86,0.7348885
167,34,0.7337219
167,76,0.7210385
167,58,0.7138557
167,99,0.7127093
167,73,0.7064328
167,72,0.70387167
168,54,0.83878404
168,112,0.8286724
168,76,0.810807
168,71,0.809319
168,189,0.785431
168,28,0.7848376
168,82,0.7736488
168,56,0.7723276
168,77,0.7652594
168,104,0.75856537
169,28,0.8664771
169,189,0.8580402
169,56,0.852576
169,59,0.8357319
169,314,0.82755476
169,3,0.8247361
169,54,0.81984454
169,172,0.8189026
169,76,0.80975175
169,307,0.8007426
170,92,0.90071315
170,84,0.8592239
170,38,0.8179884
170,39,0.7626026
170,83,0.6748325
170,85,0.660654
170,98,0.62209463
170,60,0.59246063
170,107,0.58817583
170,100,0.58358616
171,104,0.81494635
171,112,0.80278295
171,53,0.7853139
171,65,0.7840277
171,82,0.78385353
171,14,0.7690607
171,71,0.7664726
171,54,0.75975454
171,63,0.7564872
171,189,0.75216055
172,108,0.81094825
172,85,0.7555144
172,195,0.7247618
172,104,0.72409505
172,83,0.7154811
172,65,0.70959777
172,54,0.70641255
172,100,0.70078784
172,87,0.7000567
172,308,0.6966595
173,302,0.73585945
173,90,0.7197379
173,54,0.7145299
173,88,0.7056973
173,76,0.7022784
173,93,0.7001676
173,46,0.6995543
173,62,0.69760454
173,30,0.6949649
173,72,0.6910395
174,54,0.77021277
174,104,0.7527665
174,110,0.7524109
174,45,0.7391959
174,195,0.73761594
174,108,0.73616827
174,112,0.7319376
174,89,0.72941744
174,82,0.7270662
174,63,0.70561737
175,108,0.874491
175,45,0.8238233
175,32,0.8017714
175,101,0.78846544
175,30,0.7342024
175,62,0.7269833
175,95,0.716172
175,102,0.7153304
175,99,0.71268624
175,81,0.711889
176,293,0.7901958
176,312,0.78949517
176,306,0.77151275
176,318,0.77052367
176,169,0.7663897
176,289,0.7640077
176,325,0.76392627
176,264,0.76378477
176,237,0.76191974
176,198,0.7520446
177,293,0.90275
177,325,0.90145004
177,169,0.89055103
177,264,0.887609
177,241,0.8839042
177,313,0.8834549
177,150,0.8771484
177,23,0.87702596
177,291,0.8754586
177,237,0.8741602
178,76,0.86305124
178,58,0.85282576
178,34,0.8445697
178,28,0.8347277
178,52,0.8262123
178,64,0.8226488
178,73,0.81891173
178,46,0.8105341
178,54,0.796702
178,77,0.79098886
179,25,0.80622756
179,250,0.80156493
179,310,0.800912
179,229,0.7979415
179,164,0.7858776
179,193,0.78504485
179,178,0.7844698
179,185,0.77302206
179,336,0.7668344
179,312,0.7666041
180,214,0.87060356
180,205,0.8470476
180,116,0.8362764
180,212,0.8298838
180,81,0.8082751
180,62,0.8032311
180,251,0.80219954
180,197,0.8015713
180,213,0.7923539
180,1,0.7893509
